strain	virus	isolate_id	date	region	country	division	location	host	authors
A/Zhejiang/8/2013	avian_flu	EPI534135	2013-04-12	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/8/2014	avian_flu	EPI533247	2014-02-27	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/8/2015	avian_flu	EPI628765	2015-02-02	china	china	zhejiang	zhejiang	human	who_chinese_national_influenza_center
A/Zhejiang/8/2016	avian_flu	EPI887793	2016-12-11	china	china	zhejiang	zhejiang	human	who_chinese_national_influenza_center
A/Zhejiang/9-2/2014	avian_flu	EPI534343	2014-02-27	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/9/2013	avian_flu	EPI534143	2013-04-02	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/9/2014	avian_flu	EPI534339	2014-02-27	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/9/2015	avian_flu	EPI628829	2015-02-25	china	china	zhejiang	zhejiang	human	who_chinese_national_influenza_center
A/Zhejiang/9/2016	avian_flu	EPI887785	2016-12-12	china	china	zhejiang	zhejiang	human	who_chinese_national_influenza_center
A/Zhejiang/DTID-ZJU01/2013	avian_flu	EPI441801	2013-04-03	china	china	zhejiang	zhejiang	human	other_database_import
A/Zhejiang/DTID-ZJU02K/2013	avian_flu	EPI559489	2013-04-XX	china	china	zhejiang	zhejiang	human	other_database_import
A/Zhejiang/DTID-ZJU02N/2013	avian_flu	EPI559490	2013-04-XX	china	china	zhejiang	zhejiang	human	other_database_import
A/Zhejiang/DTID-ZJU02R/2013	avian_flu	EPI559488	2013-04-XX	china	china	zhejiang	zhejiang	human	other_database_import
A/Zhejiang/DTID-ZJU10/2013	avian_flu	EPI477446	2013-10-14	china	china	zhejiang	zhejiang	human	shanghai_zhijiang_biotechnology_co.,ltd
A/Zhejiang/HZ1/2013	avian_flu	EPI453482	2013-04-XX	china	china	zhejiang	zhejiang	human	other_database_import
A/Zhejiang/KLED-XS01/2014	avian_flu	EPI500779	2014-01-20	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/KLED-XS02S/2014	avian_flu	EPI500795	2014-01-23	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/KLED-XS02T/2014	avian_flu	EPI500787	2014-01-23	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/KLED-XS03/2014	avian_flu	EPI500803	2014-01-23	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/LS01/2014	avian_flu	EPI542090	2014-02-08	china	china	zhejiang	zhejiang	human	other_database_import
A/Zhejiang/xs01/2014	avian_flu	EPI534315	2014-01-18	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/xs02/2014	avian_flu	EPI534323	2014-01-22	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhejiang/xs03/2014	avian_flu	EPI534331	2014-01-23	china	china	zhejiang	zhejiang	human	zhejiang_provincial_center_for_disease_control_and_prevention
A/Zhenjiang/1/2013	avian_flu	EPI497854	2013-04-07	china	china	jiangsu	zhenjiang	human	other_database_import
A/blue-wingedteal/Guatemala/CIP049-01/2008	avian_flu	EPI272300	2008-02-07	north_america	guatemala	guatemala	guatemala	avian	other_database_import
A/blue-wingedteal/Guatemala/CIP049-02/2008	avian_flu	EPI272308	2008-03-05	north_america	guatemala	guatemala	guatemala	avian	other_database_import
A/blue-wingedteal/Louisiana/UGAI15-1367/2015	avian_flu	EPI973691	2015-03-28	north_america	usa	louisiana	louisiana	avian	other_database_import
A/blue-wingedteal/Louisiana/UGAI15-1692/2015	avian_flu	EPI973699	2015-03-28	north_america	usa	louisiana	louisiana	avian	other_database_import
A/blue-wingedteal/Ohio/566/2006	avian_flu	EPI68349	2006-XX-XX	north_america	usa	ohio	ohio	avian	other_database_import
A/chicken/Alabama/17-008899-10/2017	avian_flu	EPI1053949	2017-03-19	north_america	usa	alabama	alabama	avian	other_database_import
A/chicken/Alabama/17-008899-11/2017	avian_flu	EPI1053957	2017-03-19	north_america	usa	alabama	alabama	avian	other_database_import
A/chicken/Alabama/17-008901-1/2017	avian_flu	EPI1053965	2017-03-17	north_america	usa	alabama	alabama	avian	other_database_import
A/chicken/Anhui-Chuzhou/01/2013	avian_flu	EPI447890	2013-03-29	china	china	anhui	anhui	avian	who_chinese_national_influenza_center
A/chicken/Anhui/AH271/2015	avian_flu	EPI1209011	2015-03-25	china	china	anhui	anhui	avian	other_database_import
A/chicken/Anhui/AH272/2015	avian_flu	EPI1209012	2015-04-01	china	china	anhui	anhui	avian	other_database_import
A/chicken/Anhui/AH275/2015	avian_flu	EPI1209013	2015-04-01	china	china	anhui	anhui	avian	other_database_import
A/chicken/Anhui/AH284/2015	avian_flu	EPI1209017	2015-04-21	china	china	anhui	anhui	avian	other_database_import
A/chicken/China/028/2014	avian_flu	EPI703991	2014-01-10	china	china	china	china	avian	other_database_import
A/chicken/Dongguan/169/2014	avian_flu	EPI596757	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/173/2014	avian_flu	EPI596764	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/178/2014	avian_flu	EPI597172	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/189/2014	avian_flu	EPI596771	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/191/2014	avian_flu	EPI597179	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/210/2014	avian_flu	EPI597186	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/213/2014	avian_flu	EPI597193	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/237/2014	avian_flu	EPI597200	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/248/2014	avian_flu	EPI597207	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/262/2014	avian_flu	EPI597214	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/397/2014	avian_flu	EPI578124	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/449/2014	avian_flu	EPI596787	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/518/2014	avian_flu	EPI596794	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/536/2014	avian_flu	EPI596801	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/568/2014	avian_flu	EPI596808	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/575/2014	avian_flu	EPI578243	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/584/2014	avian_flu	EPI596815	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/695/2014	avian_flu	EPI596845	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/709/2014	avian_flu	EPI597242	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/711/2014	avian_flu	EPI597249	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/744/2014	avian_flu	EPI597256	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/748/2014	avian_flu	EPI597263	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/749/2014	avian_flu	EPI597270	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/803/2014	avian_flu	EPI597301	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/815/2014	avian_flu	EPI597308	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/835/2014	avian_flu	EPI597315	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/836/2014	avian_flu	EPI597322	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/843/2014	avian_flu	EPI597329	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/850/2014	avian_flu	EPI597336	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/851/2014	avian_flu	EPI597343	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/856/2014	avian_flu	EPI596852	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/864/2014	avian_flu	EPI597350	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/874/2014	avian_flu	EPI597357	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/899/2014	avian_flu	EPI597364	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Dongguan/934/2014	avian_flu	EPI597371	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/chicken/Fujian/S1017/2014	avian_flu	EPI1090178	2014-03-05	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/S1085/2014	avian_flu	EPI1090186	2014-03-05	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/S1096/2015	avian_flu	EPI1090194	2015-04-08	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/S1322/2014	avian_flu	EPI1090202	2014-03-06	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/S4215/2014	avian_flu	EPI1090210	2014-11-04	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/S4219/2014	avian_flu	EPI1090218	2014-11-04	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/S4248/2014	avian_flu	EPI1090226	2014-11-04	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/S4518/2015	avian_flu	EPI1090234	2015-12-09	china	china	fujian	fujian	avian	other_database_import
A/chicken/Fujian/SD005/2015	avian_flu	EPI1090242	2015-01-17	china	china	fujian	fujian	avian	other_database_import
A/chicken/Ganzhou/GZ79/2016	avian_flu	EPI942266	2016-01-27	china	china	jiangxi	ganzhou	avian	other_database_import
A/chicken/Guangdong/04/2017	avian_flu	EPI1209262	2017-01-XX	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/30/2017	avian_flu	EPI1307963	2017-03-30	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/G1/2013	avian_flu	EPI576596	2013-05-05	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/G2/2013	avian_flu	EPI576597	2013-05-05	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/G3/2013	avian_flu	EPI576598	2013-05-05	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/GD15/2016	avian_flu	EPI1209031	2016-01-09	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/GD20/2017	avian_flu	EPI1209033	2017-01-06	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/J1/2017	avian_flu	EPI1074591	2017-02-XX	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/J2/2017	avian_flu	EPI1074599	2017-02-XX	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/S1200/2015	avian_flu	EPI1090250	2015-03-31	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SC086/2013	avian_flu	EPI1090258	2013-08-12	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SC092/2013	avian_flu	EPI1090266	2013-08-12	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD002/2014	avian_flu	EPI1090274	2014-01-09	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD007/2015	avian_flu	EPI1090282	2015-01-18	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD010/2017	avian_flu	EPI1090298	2017-01-18	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD014/2014	avian_flu	EPI1090306	2014-01-27	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD015/2013	avian_flu	EPI1090314	2013-12-18	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD018/2015	avian_flu	EPI1090322	2015-01-27	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD021/2014	avian_flu	EPI1090330	2014-02-23	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD023/2014	avian_flu	EPI1090338	2014-02-23	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD025/2014	avian_flu	EPI1090346	2014-03-08	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD027/2015	avian_flu	EPI1090354	2015-03-14	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD027/2017	avian_flu	EPI1090362	2017-01-18	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD028/2017	avian_flu	EPI1090370	2017-01-18	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD029/2014	avian_flu	EPI1090378	2014-03-14	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD031/2017	avian_flu	EPI1090386	2017-01-18	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD032/2017	avian_flu	EPI1090394	2017-01-12	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD034/2017	avian_flu	EPI1090402	2017-01-22	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD1/2013	avian_flu	EPI576599	2013-05-16	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD1433/2016	avian_flu	EPI1090410	2016-04-06	china	china	guangdong	guangdong	avian	other_database_import
A/chicken/Guangdong/SD641/2013	avian_flu	EPI457882	2013-05-03	china	china	guangdong	guangdong	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Guangxi/SD004/2014	avian_flu	EPI1090418	2014-01-24	china	china	guangxi	guangxi	avian	other_database_import
A/chicken/Guangxi/SD005/2014	avian_flu	EPI1090426	2014-01-24	china	china	guangxi	guangxi	avian	other_database_import
A/chicken/Guangxi/SD006/2014	avian_flu	EPI1090434	2014-01-24	china	china	guangxi	guangxi	avian	other_database_import
A/chicken/Hangzhou/174/2013	avian_flu	EPI639585	2013-05-05	china	china	zhejiang	hangzhou	avian	other_database_import
A/chicken/Hangzhou/48-1/2013	avian_flu	EPI443656	2013-04-10	china	china	zhejiang	hangzhou	avian	hangzhou_center_for_disease_control_and_prevention
A/chicken/Hangzhou/50-1/2013	avian_flu	EPI443664	2013-04-10	china	china	zhejiang	hangzhou	avian	hangzhou_center_for_disease_control_and_prevention
A/chicken/Hebei/HB13/2016	avian_flu	EPI1209029	2016-12-31	china	china	hebei	hebei	avian	other_database_import
A/chicken/Hebei/S1257/2016	avian_flu	EPI1090442	2016-04-27	china	china	hebei	hebei	avian	other_database_import
A/chicken/Heilongjiang/BQC01/2017	avian_flu	EPI1302579	2017-06-XX	china	china	heilongjiang	heilongjiang	avian	other_database_import
A/chicken/Heinan/ZZ01/2017	avian_flu	EPI1040901	2017-04-24	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/100/2013	avian_flu	EPI691637	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/102/2013	avian_flu	EPI691638	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/103/2013	avian_flu	EPI691639	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/106/2013	avian_flu	EPI691640	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/107/2013	avian_flu	EPI691641	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/109/2013	avian_flu	EPI691642	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/112/2013	avian_flu	EPI691643	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/114/2013	avian_flu	EPI691644	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/115/2013	avian_flu	EPI691645	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/117/2013	avian_flu	EPI691646	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/120/2013	avian_flu	EPI691647	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/141/2013	avian_flu	EPI691648	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/89/2013	avian_flu	EPI691649	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/93/2013	avian_flu	EPI691650	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/96/2013	avian_flu	EPI691700	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/97/2013	avian_flu	EPI691701	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/99/2013	avian_flu	EPI691702	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/F246/2013	avian_flu	EPI691703	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/F248/2013	avian_flu	EPI691704	2013-XX-XX	china	china	henan	henan	avian	other_database_import
A/chicken/Henan/S1425/2014	avian_flu	EPI1090450	2014-06-05	china	china	henan	henan	avian	other_database_import
A/chicken/Huaian/003/2015	avian_flu	EPI895623	2015-02-05	china	china	jiangsu	huaian	avian	other_database_import
A/chicken/Huaian/007/2014	avian_flu	EPI895625	2014-01-15	china	china	jiangsu	huaian	avian	other_database_import
A/chicken/Hunan/S12753/2016	avian_flu	EPI1090458	2016-05-19	china	china	hunan	hunan	avian	other_database_import
A/chicken/Hunan/SD010/2014	avian_flu	EPI1090466	2014-01-28	china	china	hunan	hunan	avian	other_database_import
A/chicken/Hunan/SD017/2014	avian_flu	EPI1090474	2014-02-18	china	china	hunan	hunan	avian	other_database_import
A/chicken/Hunan/SD019/2014	avian_flu	EPI1090482	2014-02-18	china	china	hunan	hunan	avian	other_database_import
A/chicken/Jiangsu/122KS001-O/2016	avian_flu	EPI979522	2016-12-02	china	china	jiangsu	jiangsu	avian	institute_of_microbiology,_chinese_academy_of_sciences
A/chicken/Jiangsu/122KS004-O/2016	avian_flu	EPI979530	2016-12-02	china	china	jiangsu	jiangsu	avian	institute_of_microbiology,_chinese_academy_of_sciences
A/chicken/Jiangsu/122KS008-O/2016	avian_flu	EPI979538	2016-12-02	china	china	jiangsu	jiangsu	avian	institute_of_microbiology,_chinese_academy_of_sciences
A/chicken/Jiangsu/JS11/2016	avian_flu	EPI1209023	2016-04-29	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/JT114/2015	avian_flu	EPI1209007	2015-03-12	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/JT115/2015	avian_flu	EPI1209008	2015-03-12	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/JT119/2015	avian_flu	EPI1209009	2015-03-16	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/JT123/2015	avian_flu	EPI1209010	2015-03-16	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/JT156/2016	avian_flu	EPI1209025	2016-12-06	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/JT164/2017	avian_flu	EPI1209026	2017-01-11	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/JT186/2017	avian_flu	EPI1209036	2017-01-16	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/LY246/2017	avian_flu	EPI1209034	2017-01-19	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/LY79/2015	avian_flu	EPI1209020	2015-03-04	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/RG126/2015	avian_flu	EPI1209021	2015-03-04	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/S002/2013	avian_flu	EPI457874	2013-04-16	china	china	jiangsu	jiangsu	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Jiangsu/S1045/2016	avian_flu	EPI1090490	2016-03-13	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/S1361/2015	avian_flu	EPI1090498	2015-04-02	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/S1441/2016	avian_flu	EPI1090506	2016-03-15	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/S1460/2016	avian_flu	EPI1090514	2016-03-15	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/S4519/2015	avian_flu	EPI1090522	2015-11-10	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/SC035/2013	avian_flu	EPI457866	2013-04-16	china	china	jiangsu	jiangsu	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Jiangsu/SC099/2013	avian_flu	EPI457858	2013-04-16	china	china	jiangsu	jiangsu	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Jiangsu/SC537/2013	avian_flu	EPI457850	2013-04-16	china	china	jiangsu	jiangsu	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Jiangsu/SD012/2015	avian_flu	EPI1090530	2015-01-17	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/TZ45/2017	avian_flu	EPI1209037	2017-01-16	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/XZ250/2015	avian_flu	EPI1209014	2015-03-17	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/XZ252/2015	avian_flu	EPI1209018	2015-03-19	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/XZ256/2015	avian_flu	EPI1209015	2015-03-22	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangsu/YZ30/2017	avian_flu	EPI1209027	2017-01-11	china	china	jiangsu	jiangsu	avian	other_database_import
A/chicken/Jiangxi/S10017/2015	avian_flu	EPI1090538	2015-03-24	china	china	jiangxi	jiangxi	avian	other_database_import
A/chicken/Jiangxi/S10844/2015	avian_flu	EPI1090546	2015-03-26	china	china	jiangxi	jiangxi	avian	other_database_import
A/chicken/Jiangxi/S11228/2015	avian_flu	EPI1090554	2015-03-27	china	china	jiangxi	jiangxi	avian	other_database_import
A/chicken/Jiangxi/S40993/2015	avian_flu	EPI1090562	2015-11-27	china	china	jiangxi	jiangxi	avian	other_database_import
A/chicken/Jiangxi/SD001/2013	avian_flu	EPI457842	2013-05-03	china	china	jiangxi	jiangxi	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Jilin/SD009/2016	avian_flu	EPI1090570	2016-04-15	china	china	jilin	jilin	avian	other_database_import
A/chicken/Liaoning/LN1/2016	avian_flu	EPI1209028	2016-01-09	china	china	liaoning	liaoning	avian	other_database_import
A/chicken/Longquan/LQ78/2016	avian_flu	EPI942258	2016-01-30	china	china	zhejiang	longquan	avian	other_database_import
A/chicken/Ningxia/S1152/2014	avian_flu	EPI1090578	2014-05-16	china	china	ningxia	ningxia	avian	other_database_import
A/chicken/Rizhao/515/2013	avian_flu	EPI468997	2013-XX-XX	china	china	shandong	rizhao	avian	other_database_import
A/chicken/Rizhao/867/2013	avian_flu	EPI468998	2013-XX-XX	china	china	shandong	rizhao	avian	other_database_import
A/chicken/Rizhao/871/2013	avian_flu	EPI468999	2013-XX-XX	china	china	shandong	rizhao	avian	other_database_import
A/chicken/Rizhao/875/2013	avian_flu	EPI469000	2013-XX-XX	china	china	shandong	rizhao	avian	other_database_import
A/chicken/Shandong/SD183/2016	avian_flu	EPI1209022	2016-03-23	china	china	shandong	shandong	avian	other_database_import
A/chicken/Shandong/SD216/2016	avian_flu	EPI1209024	2016-12-14	china	china	shandong	shandong	avian	other_database_import
A/chicken/Shandong/SD69/2015	avian_flu	EPI1209019	2015-03-16	china	china	shandong	shandong	avian	other_database_import
A/chicken/Shanghai/017/2013	avian_flu	EPI471848	2013-04-XX	china	china	shanghai	shanghai	avian	other_database_import
A/chicken/Shanghai/019/2013	avian_flu	EPI471849	2013-04-XX	china	china	shanghai	shanghai	avian	other_database_import
A/chicken/Shanghai/CN02/2015	avian_flu	EPI759894	2015-02-15	china	china	shanghai	shanghai	avian	shanghai_municipal_center_for_disease_control_and_prevention
A/chicken/Shanghai/MH01/2015	avian_flu	EPI759781	2015-05-16	china	china	shanghai	shanghai	avian	shanghai_municipal_center_for_disease_control_and_prevention
A/chicken/Shanghai/MH02/2015	avian_flu	EPI759789	2015-05-16	china	china	shanghai	shanghai	avian	shanghai_municipal_center_for_disease_control_and_prevention
A/chicken/Shanghai/MH03/2015	avian_flu	EPI759797	2015-05-16	china	china	shanghai	shanghai	avian	shanghai_municipal_center_for_disease_control_and_prevention
A/chicken/Shanghai/MH04/2015	avian_flu	EPI759805	2015-05-16	china	china	shanghai	shanghai	avian	shanghai_municipal_center_for_disease_control_and_prevention
A/chicken/Shanghai/MH05/2015	avian_flu	EPI759813	2015-05-16	china	china	shanghai	shanghai	avian	shanghai_municipal_center_for_disease_control_and_prevention
A/chicken/Shanghai/PD-CN-02/2014	avian_flu	EPI576607	2014-01-21	china	china	shanghai	shanghai	avian	other_database_import
A/chicken/Shanghai/QP01/2015	avian_flu	EPI759905	2015-02-15	china	china	shanghai	shanghai	avian	shanghai_municipal_center_for_disease_control_and_prevention
A/chicken/Shanghai/S1055/2013	avian_flu	EPI457834	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1076/2013	avian_flu	EPI457826	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1077/2013	avian_flu	EPI457818	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1078/2013	avian_flu	EPI457810	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1079/2013	avian_flu	EPI457802	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1080/2013	avian_flu	EPI457794	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1358/2013	avian_flu	EPI457786	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1410/2013	avian_flu	EPI457778	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S1413/2013	avian_flu	EPI457770	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Shanghai/S4100/2015	avian_flu	EPI1090586	2015-11-11	china	china	shanghai	shanghai	avian	other_database_import
A/chicken/Shenzhen/138/2014	avian_flu	EPI578083	2014-02-19	china	china	guangdong	shenzhen	avian	other_database_import
A/chicken/Shenzhen/727/2013	avian_flu	EPI577895	2013-12-10	china	china	guangdong	shenzhen	avian	other_database_import
